Unnamed: 0,EPA ID,Site Name,City,County,State,Street Address,Zip Code,Region,NPL Status,Partial NPL Deletion,Superfund Alternative Approach,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Construction Complete,Construction Completion Date,Non-NPL Status Category,Non-NPL Status Subcategory,Non-NPL Status,Site Status,Site Type,Site Type Subcategory,Federal Agency,Native American Interest (NAI),Indian Entity (NAI Status),HRS Score,Federal Facility Indicator,Alias/Alternative Site Name,Non-NPL Status Date,Superfund Site Profile Page URL,RCRA Handler ID - RCRA Handler Name,Latitude,Longitude
358,TXN000607176,SATELITE CHEMICAL TRAILER FIRE,SEABROOK,HARRIS,TX,"THE PORT OF HOUSTON, 12619 PORT RD.",77586,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2011-07-13 00:00:00,,,+29.611671,-095.002089
359,TXN000604302,SAWDUST LAB,WOODLANDS,MONTGOMERY,TX,1544 Sawdust Rd.,77380,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2015-01-04 00:00:00,,,30.126336,-95.468455
360,TXD988043998,SCHIRM USA METHYL PARATHION,ENNIS,[Blank County],TX,2801 OAK GROVE RD.,75119,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2007-05-17 00:00:00,,,,
361,TXD097054878,SCRUB-A-DUBB BARREL COMPANY (NORTH),LUBBOCK,LUBBOCK,TX,"1102 NORTH ASH AVE., & ADJACENT PROPERTI",79403,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Recycling,Drums/tanks,,No,,,No,SCRUB-A-DUB BARREL COMPANY,2012-06-21 00:00:00,,,,
362,TX0000605433,"SERVICE WASTE, INC.",MANSFIELD,JOHNSON,TX,3236 CHAMBERS STREET,76084,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Military/Other Ordinance,,No,,,No,SERVICE WASTE INC,2003-02-27 00:00:00,,,32.563192,-97.141677
363,TXN000622099,SEVEN POINTS CYANIDE DRUM,KEMP,HENDERSON,TX,3020 Lynn Dell Dr.,75143,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2019-05-28 00:00:00,,,+32.312757,-96.183910
364,TXN000606967,SHARP PERFORMANCE CHEMICAL,HOUSTON,HARRIS,TX,5921 PLAINVIEW,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2009-02-03 00:00:00,,,+29.68173,-095.30958
365,TXN000622280,SHELL CHEMICALS FIRE - DEER PARK,DEER PARK,HARRIS,TX,5900 Highway 225,77536,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,,2023-05-05 00:00:00,,,+29.715386,-95.129382
366,TX0001575968,SHEPHERD LEAD,SAN ANTONIO,BEXAR,TX,16250 SHEPHARD ROAD,78201,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,,,,No,,,No,SHEPHARD LEAD,2002-07-15 00:00:00,,,,
367,TXD062132147,SHERIDAN DISPOSAL SERVICES,HEMPSTEAD,WALLER,TX,CLARK BOTTOM RD,77445,R06,Final NPL,No,No,Yes,Yes,Yes,Yes,2006-05-01,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,30.16,No,SHERIDAN DISPOSAL SERVICES,1979-11-01 00:00:00,www.epa.gov/superfund/sheridan,,,
368,TXN000606902,SHERMAN PROPANE,SHERMAN,GRAYSON,TX,INTERSECTION OF FM1417 & US82,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2008-09-17 00:00:00,,,+33.6714,-096.6414
369,TXN000622299,SHERWIN WILLIAMS PLANT FIRE RESPONSE,GARLAND,DALLAS,TX,701 S Shiloh Rd,75042,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Other,,No,,,No,,2023-08-07 00:00:00,,,+32.908021,-96.666799
370,TXD980513956,SIKES DISPOSAL PITS,CROSBY,HARRIS,TX,US HWY 90,77532,R06,Final NPL,No,No,Yes,Yes,Yes,Yes,1995-01-30,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,61.62,No,SIKES DISPOSAL PITS,1979-11-01 00:00:00,www.epa.gov/superfund/sikes,,,
371,TXN000607535,SMITH STREET BRIDGE,HOUSTON,HARRIS,TX,Postal Address is unavailable for the Site,77002,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2013-07-02 00:00:00,,,+26.037757,-098.220444
372,TXD980873327,SOL LYNN/INDUSTRIAL TRANSFORMERS,HOUSTON,HARRIS,TX,"1415, 1417, 1419 S LOOP WEST",77054,R06,Final NPL,No,No,Yes,Yes,No,Yes,1993-09-29,,,,Active,"Recycling, Other, Multiple","Multiple, Product storage/distribution, Batteries/scrap metals/secondary smelting/precious metal recovery",,No,,39.65,No,"SOL LYNN/INDUSTRIAL TRANSFORMERS, SOL LYNN/INDUSTRIAL TRANSFORMERS",1984-05-01 00:00:00,www.epa.gov/superfund/sol-lynn,,,
373,TXN000622379,SOLO STREET GREENSPACE,HOUSTON,[Blank County],TX,2020 Solo Street,77020,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,5TH WARD COMMUNITY CENTER,2025-01-30 00:00:00,,,+29.779366,-95.320274
374,TXN000607107,SOMERSET DRUMS,SOMERSET,[Blank County],TX,Postal Address is unavailable for the Site,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2010-09-24 00:00:00,,,+29.214754,-098.649950
375,TXN000622313,SOUND RESOURCE SOLUTIONS FIRE,SHEPHERD,SAN JACINTO,TX,731 FM 1127,77371,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Other,,No,,,No,,2023-12-27 00:00:00,,,+30.535226,-94.963448
376,TXN000622111,SOUTH 4 GROUP FIRE,PORT NECHES,JEFFERSON,TX,2102 Spur 136,77651,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Other,,No,,,No,,2019-11-27 00:00:00,,,+29.975313,-93.944909
377,TXD980810386,SOUTH CAVALCADE STREET,HOUSTON,HARRIS,TX,SE OF CAVALCADE AND MAURY/BTWN BH&T RR,77020,R06,Final NPL,No,No,No,Insufficient Data,Insufficient Data,Yes,2000-09-15,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,38.69,No,"SOUTH CAVALCADE STREET, KOPPERS CO, INC., SOUTH CAVALCADE STREET",1983-07-01 00:00:00,www.epa.gov/superfund/south-cavalcade,,,
378,TXN000622338,SOUTH EASTMAN ROAD GROUNDWATER,LONGVIEW,GREGG,TX,"GPS Coordinates 32.442205, -94.713044 (nearest address: 3816 South Eastman Road)",75602,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Assessment Needed or Ongoing,Initial Assessment Needed/Ongoing,PA Start Needed,Active,Other,Ground water plume site with no identifiable source,,No,,,No,,2024-08-01 00:00:00,,,+32.442205,-94.713044
379,TXN000607051,SOUTH MAIN DERAILMENT,HOUSTON,HARRIS,TX,12200 SOUTH MAIN STREET,77035,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2009-12-02 00:00:00,,,+29.649895,-095.457693
380,TXN000622316,SOUTH TEXAS ODOR,VICTORIA,VICTORIA,TX,Various Locations,77901,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2024-01-08 00:00:00,,,+28.691230,-96.961980
381,TXN000606814,SOUTHWEST INDUSTRIAL GASES FIRE,DALLAS,DALLAS,TX,500 BLOCK OF INDUSTRIAL BLVD.,75207,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2007-08-21 00:00:00,,,+32.76948,-096.81009
382,TX0001407444,SPRAGUE ROAD GROUND WATER PLUME,ODESSA,ECTOR,TX,WEST 81ST ST AND MARY FRANCIS ST,79764,R06,Final NPL,No,No,No,Yes,Yes,Yes,2003-09-29,,,,Active,Other,Ground water plume site with no identifiable source,,No,,43.21,No,"SPRAGUE ROAD GROUND WATER PLUME, S?RAGUE ROAD GROUND WATER PLUME, ODESSA SUPER SITE, SPRAGUE ROAD GROUND WATER PLUME, SPRAGUE ROAD GROUND WATER PLUME",1996-04-12 00:00:00,www.epa.gov/superfund/sprague-road,,,
383,TXD990709685,STANDARD INDUSTRIES,SAN ANTONIO,BEXAR,TX,53000 NELSON ROAD,78205,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,,No,STANDARD INDUSTRIES,2023-09-14 00:00:00,,,,
384,TX0001414341,STAR LAKE CANAL,PORT NECHES,JEFFERSON,TX,NEAR STATE HWY 366 & SARA JANE RD,77651,R06,Final NPL,No,No,No,Yes,Not a Groundwater Site,No,,,,,Active,Other,Contaminated sediment site with no identifiable source,,No,,50.0,No,"STAR LAKE CANAL SITE, STAR LAKE CANAL, STAR LAKE CANAL SITE - PORT NECHES",1996-07-23 00:00:00,www.epa.gov/superfund/star-lake-canal,,,
385,TXN000607108,STARRFOAM TRUCK FIRE,FORT WORTH,[Blank County],TX,1012 NORTH COMMERCE,76164,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Other,,No,,,No,,2010-09-24 00:00:00,,,32.753177,-97.332746
386,TXD099801102,STATE MARINE OF PORT ARTHUR,JEFFERSON COUNTY,JEFFERSON,TX,OLD YATCH CLUB ROAD ON PLEASURE ISLET,77642,R06,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,2007-06-22,,,,Active,Other,"Transportation (e.g., railroad yards, airport, barge docking site)",,No,,,No,"GOLDEN TRIANGLE SHIPYARD INC, STATE MARINE OF PORT ARTHUR, STATE MARINE OF PORT ARTHUR",1980-09-15 00:00:00,www.epa.gov/superfund/state-marine,,,
387,TXSFN0605177,STATE ROAD 114 GROUNDWATER PLUME,LEVELLAND,HOCKLEY,TX,W. STATE ROAD 114,79336,R06,Final NPL,No,No,No,Yes,Yes,Yes,2009-09-01,,,,Active,Other,Ground water plume site with no identifiable source,,No,,42.41,No,"STATE ROAD 114 GROUNDWATER PLUME, STATE ROAD 114 GROUND WATER PLUME, STATE HIGHWAY 114 GROUNDWATER PLUME, STATE ROAD 114 GROUND WATER PLUME",1999-04-12 00:00:00,www.epa.gov/superfund/state-road-114,,,
388,TXD055337281,"STEWCO, INC.",WASKOM,HARRISON,TX,FM 9 1 & 1/2 MI S OF I-20,75692,R06,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,1992-09-14,,,,Active,Other,"Transportation (e.g., railroad yards, airport, barge docking site)",,No,,,No,"STEWCO, INC., STEWCO, INC",[Blank Date],www.epa.gov/superfund/stewco,,,
389,TX0000605407,STOLT HAVEN HOUSTON INC.,HOUSTON,HARRIS,TX,Postal Address is unavailable for the Site,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2000-05-31 00:00:00,,,,
390,TXN000622124,STUDY BUTTE MINING COMPANY,STUDY BUTTE,BREWSTER,TX,TX-118 south of intersection with FM170,79852,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Referred to Removal - NFRAP,Active,Mining,Mining and Mineral Processing/Smelting,,No,,,No,,2022-03-14 00:00:00,,,+29.322617,-103.527428
391,TXN000607027,SUNNYVALE MERCURY RESPONSE,SUNNYVALE,DALLAS,TX,140 NORTH PASCALL RD,75182-9685,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2009-09-09 00:00:00,,,32.796517,-96.560824
392,TXN000606604,SUPERIOR PACKAGING AND DISTRIBUTING,HOUSTON,[Blank County],TX,7707 WALLISVILLE ROAD,77020-3633,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,SUPERIOR PACKING AND DISTRIBUTION,2005-04-17 00:00:00,,,+47.334,-017.083
393,TXN000607443,SUPPLY PRO FIRE,HOUSTON,HARRIS,TX,1231 HAHLO STREET,77020,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2012-06-26 00:00:00,,,+29.764408,-095.308902
394,TXN000607242,TANK WORKS HCL RELEASE,WAXAHACHI,ELLIS,TX,Postal Address is unavailable for the Site,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2011-10-04 00:00:00,,,+32.447824,-096.845854
395,TXN000605647,TEER PLATING,DALLAS,DALLAS,TX,6111 WYCHE BLVD.,75235,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Other,,No,,,No,,2004-06-08 00:00:00,,,32.819427,-96.851463
396,TXN000606665,TEPPCO ELECTRO OIL SPILL,ELECTRA,WICHITA,TX,Postal Address is unavailable for the Site,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2006-11-17 00:00:00,,,+33.99536,-098.82166
397,TXN000622105,TERLINGUA MINING DISTRICT,TERLINGUA,BREWSTER,TX,Mining District in Southwest Brewster County,79852,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Mining,Other,,No,,,No,,2019-08-06 00:00:00,,,,
398,TXD062113329,TEX-TIN CORP.,TEXAS CITY,GALVESTON,TX,STATE HGWY 146 & FARM RD 519,77568,R06,Final NPL,Yes,No,No,Yes,Yes,Yes,2004-09-20,,,,Active,Manufacturing/Processing/Maintenance,Primary metals/mineral processing,,No,,,No,"TEX-TIN CORP., TEX-TIN CORP, GULF CHEMICAL & METALLURAGICAL, TEX-TIN CORP.",1979-11-01 00:00:00,www.epa.gov/superfund/tex-tin,,,
399,TXN000606963,TEX-TRUDE PLASTICS FIRE,CHANNELVIEW,HARRIS,TX,2001 SHELDON ROAD,77530,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Plastics and rubber products,,No,,,No,,2009-01-22 00:00:00,,,+29.8114,-095.1256
400,TXD008056152,TEXARKANA WOOD PRESERVING CO.,TEXARKANA,BOWIE,TX,1001 LUBBOCK ST.,75501,R06,Final NPL,No,No,Yes,Yes,Yes,Yes,2012-09-21,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,40.19,No,"TEXARKANA WOOD PRESERVING CO, TEXARKANA WOOD PRESERVING COMPANY, TEXARKANA WOOD PRESERVING CO.",1984-12-01 00:00:00,www.epa.gov/superfund/texarkana-wood,,,
401,TXN000605652,TEXAS MULCH & TOPSOIL,HUMBLE,[Blank County],TX,5921 FM 1960 EAST,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Mining,Other,,No,,,No,,2005-05-20 00:00:00,,,+30.01781,-095.33557
402,TXN000605646,TEXAS TANNING,FORT WORTH,TARRANT,TX,3700 N. GROVE ST.,76106,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Fabrics/textiles,,No,,,No,,2004-06-01 00:00:00,,,,
403,TX0000605352,TEXAS VERMICULITE,DALLAS,DALLAS,TX,2651 MANILA ROAD,75212,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Other,,No,,,No,,2001-02-22 00:00:00,,,32.775572,-96.865252
404,TXN000606667,TEXAS VERMICULITE-BURNET,BURNET,BURNET,TX,102 South Boundary Street,78611,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2017-03-16 00:00:00,,,,
405,TXN000606768,THUNDER PRODUCTS,EL PASO,EL PASO,TX,4313 ROSA AVE.,79905,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,,2007-03-27 00:00:00,,,+31.77519,-106.44078
406,TXN000605623,TOBIN AND JACKS,BYERS,CLAY,TX,1512 W. FM171,76357,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2004-02-23 00:00:00,,,+34.08767,-098.20182
407,TXN000607514,TOLAND STREET MERCURY,DALLAS,DALLAS,TX,7011 N. TOLAND,75227,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2013-03-11 00:00:00,,,+32.774947,-096.699403
408,TXN000605683,TOLAR SAW MILL TREATED WOOD FIRE,TOLAR,[Blank County],TX,9434 WEST HWY 377,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2004-07-10 00:00:00,,,32.389027,-97.920590
409,TXN000622189,TOXIC AROMATHERAPY,BELLS,GRAYSON,TX,14323 Highway 69,75104,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2022-03-18 00:00:00,,,+33.577483,-96.409788
410,TXN010606647,TRI-CHEM INDUSTRIES,CRESSON,HOOD,TX,2600 North Cresson Hwy,76035,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2018-03-15 00:00:00,,,+32.651148,-97.659291
411,TXD055143705,TRIANGLE CHEMICAL CO.,BRIDGE CITY,ORANGE,TX,HWY 87 3 MI N OF TOWN,77611,R06,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,1990-09-27,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,"TRIANGLE CHEMICAL CO., TRIANGLE CHEMICAL CO., TRIANGLE CHEMICAL CO",1979-11-01 00:00:00,www.epa.gov/superfund/triangle-chemical-co,,,
412,TX0002369072,TROPICANA ENERGY COMPANY,SAN ANTONIO,BEXAR,TX,419 SOMERSET ROAD,78211,R06,Part of NPL Site,No,No,No,Status Unavailable,Status Unavailable,No,,,,,Active,,,,No,,,No,,[Blank Date],,,,
413,TXN000607385,TROTTNER IRON & METAL,SAN ANTONIO,BEXAR,TX,325 COLIMA STREET,78210,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Referred to Removal - NFRAP,Active,Recycling,Batteries/scrap metals/secondary smelting/precious metal recovery,,No,,,No,,2013-12-20 00:00:00,,,29.416506,-98.505448
414,TXN000604411,TRUCK RAIL HANDLING HCL RESPONSE,BROWNFIELD,TERRY,TX,212 N. 9th Street,79316,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2015-01-04 00:00:00,,,33.180395,-102.285096
415,TXR000058735,TSA-DALLAS/FORT WORTH INTERNATIONAL AIRPORT,DFW AIRPORT,TARRANT,TX,"3200 E. Airfield Drive/Terminal C, Lower Level",75261,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Other,"Transportation (e.g., railroad yards, airport, barge docking site)",Department of Homeland Security,No,,,Yes,,2016-03-22 00:00:00,,,,
416,TXN000606785,TYSON FOODS AMMONIA RELEASE,HOUSTON,HARRIS,TX,300 PORTWALL STREET,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2007-05-24 00:00:00,,,29.760053,-95.275343
417,TXN000606623,UNION PACIFIC ABILENE DERAILMENT,ABILENE,TAYLOR,TX,OAK ST. AND SOUTH FIRST. ST,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2005-07-26 00:00:00,,,+32.4487,-099.7331
418,TXN000606819,UNION PACIFIC CHANDLER TEXAS,CHANDLER,HENDERSON,TX,APPROX. 0.5 MILES SOUTH OF HWY 31,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2007-08-23 00:00:00,,,+32.30656,-095.45641
419,TXN000606584,UNION PACIFIC CHANNELVIEW DERAILMENT,CHANNELVIEW,[Blank County],TX,MILE MARKER 11.74,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,UNION PACIFIC CHANNELVIEW,2005-02-01 00:00:00,,,+28.7983,-095.10994
420,TXN000606607,UNION PACIFIC PRITCHETT TEXAS,PRITCHETT,UPSHUR,TX,Postal Address is unavailable for the Site,75755,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2005-05-11 00:00:00,,,+32.6675,-095.0805
421,TXN000606578,UNION PACIFIC SEABROOK DERAILMENT,SEABROOK,HARRIS,TX,MILEPOSE 6.08,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2005-01-08 00:00:00,,,+29.59681,-095.03023
422,TXN000606580,UNION PACIFIC SHOREACRES DERAILMENT,SHOREACRES,HARRIS,TX,BAY AREA BLVD. & PORT RD.,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2004-12-01 00:00:00,,,,
423,TXD980745574,UNITED CREOSOTING CO.,CONROE,MONTGOMERY,TX,2ND & HILBIG,77301,R06,Final NPL,No,No,No,Yes,Yes,Yes,1999-09-30,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,37.29,No,"UNITED CREOSOTING CO, UNITED CREOSOTING CO.",[Blank Date],www.epa.gov/superfund/united-creosoting,,,
